,2010_2014_percent_upzoned,2010_2018_percent_upzoned,2014_2018_percent_upzoned,d_2010_2014_resid_units,d_2010_2018_resid_units,d_2014_2018_resid_units,orig_percent_residential,orig_percent_mixed_development,orig_percent_subsidized_properties,2002_2010_percent_upzoned,d_2002_2010_resid_units,d_2010_2018_pop_density,d_2010_2018_resid_unit_density,d_2010_2018_per_capita_income,d_2010_2018_percent_non_hispanic_or_latino_white_alone,d_2010_2018_percent_non_hispanic_black_alone,d_2010_2018_percent_hispanic_any_race,d_2010_2018_percent_non_hispanic_asian_alone,d_2010_2018_percent_multi_family_units,d_2010_2018_percent_occupied_housing_units,d_2010_2018_median_gross_rent,d_2010_2018_median_home_value,d_2010_2018_percent_households_with_people_under_18,d_2010_2018_percent_of_households_in_same_house_year_ago,d_2010_2018_percent_bachelor_degree_or_higher,d_2010_2018_percent_car_commuters,d_2010_2018_percent_public_transport_commuters,d_2010_2018_percent_public_transport_trips_under_45_min,d_2010_2018_percent_car_trips_under_45_min,d_2010_2014_pop_density,d_2010_2014_resid_unit_density,d_2010_2014_per_capita_income,d_2010_2014_percent_non_hispanic_or_latino_white_alone,d_2010_2014_percent_non_hispanic_black_alone,d_2010_2014_percent_hispanic_any_race,d_2010_2014_percent_non_hispanic_asian_alone,d_2010_2014_percent_multi_family_units,d_2010_2014_percent_occupied_housing_units,d_2010_2014_median_gross_rent,d_2010_2014_median_home_value,d_2010_2014_percent_households_with_people_under_18,d_2010_2014_percent_of_households_in_same_house_year_ago,d_2010_2014_percent_bachelor_degree_or_higher,d_2010_2014_percent_car_commuters,d_2010_2014_percent_public_transport_commuters,d_2010_2014_percent_public_transport_trips_under_45_min,d_2010_2014_percent_car_trips_under_45_min,d_2014_2018_pop_density,d_2014_2018_resid_unit_density,d_2014_2018_per_capita_income,d_2014_2018_percent_non_hispanic_or_latino_white_alone,d_2014_2018_percent_non_hispanic_black_alone,d_2014_2018_percent_hispanic_any_race,d_2014_2018_percent_non_hispanic_asian_alone,d_2014_2018_percent_multi_family_units,d_2014_2018_percent_occupied_housing_units,d_2014_2018_median_gross_rent,d_2014_2018_median_home_value,d_2014_2018_percent_households_with_people_under_18,d_2014_2018_percent_of_households_in_same_house_year_ago,d_2014_2018_percent_bachelor_degree_or_higher,d_2014_2018_percent_car_commuters,d_2014_2018_percent_public_transport_commuters,d_2014_2018_percent_public_transport_trips_under_45_min,d_2014_2018_percent_car_trips_under_45_min,orig_pop_density,orig_percent_non_hispanic_or_latino_white_alone,orig_percent_non_hispanic_black_alone,orig_percent_hispanic_any_race,orig_percent_non_hispanic_asian_alone,orig_median_age,orig_per_capita_income,orig_resid_unit_density,orig_percent_multi_family_units,orig_percent_occupied_housing_units,orig_median_gross_rent,orig_median_home_value,orig_percent_households_with_people_under_18,orig_percent_of_households_in_same_house_year_ago,orig_percent_bachelor_degree_or_higher,orig_percent_car_commuters,orig_percent_public_transport_commuters,orig_percent_public_transport_trips_under_45_min,orig_percent_car_trips_under_45_min
d_2002_2010_resid_units,0.016374832131703015,0.0217015468992918,0.019933971189090623,0.010292078260144203,0.03183786722950422,0.020504160086121437,0.0592401278269904,-0.09116088038049273,0.0234479908802356,-0.09725632076681485,1.0,0.09588651609781164,0.07709350928397783,-0.059623431745836244,-0.005860979046539805,-0.021092373244289257,-0.0006284966967818468,0.0027856305798314414,-0.031567967655793346,0.07644066459018,-0.017512166109943352,0.02548486479991998,-0.004766380059268447,0.0038341474444336665,-0.008737458007460662,-0.004834835241410014,-0.014225664413023306,0.013339679393532625,0.005418177250046951,0.058404653453287415,0.07213000788796015,-0.031128423889776876,-0.005760048859849413,-0.03612453997121419,-0.009350646846759418,0.00674078631045172,-0.032879338927635705,0.033277285626553944,-0.004578663471402068,0.07499245572204785,0.0034575724543197787,0.03483189585283017,0.01323571818562555,0.005104407180144151,-0.00990565169364132,0.0032228726529425246,-0.021026334613301376,0.06295784498522435,0.04449609195171431,-0.04995534715676547,0.0014690955337524785,0.011840716717479754,-0.001039251601693799,-0.005044267682705351,-0.0021595795814581217,0.05651233059232696,-0.06185412552422368,-0.01599881177818928,-0.00936690681972225,-0.033162571113311556,-0.027639104948311212,-0.011243533675484108,-0.014290964036400476,0.000466416151675975,0.007252291047515214,-0.04763770289061368,-0.03702574611500846,0.04731428612200368,0.018015178711181676,-0.023717508480518325,-0.0667779306660695,-0.07653890950341163,-0.06481971541099144,-0.030982767483867222,0.00846873551575151,-0.005607444408499778,-0.020329708148350546,0.08113247364303303,0.013678164198823428,-0.06064396013372542,0.05082852051675956,0.019000172434526667,-0.046623527510098156,-0.018209448032079415
d_2010_2018_pop_density,0.015729377076663564,0.007405382372558642,-0.002469068848232442,0.06393151316664103,0.10120918200230337,0.026746593644610694,-0.05864085400743928,0.051783939308884766,0.027525942268492275,0.10839201666067096,0.09588651609781164,1.0,0.49312135826317544,-0.021156745479618537,-0.015383779328685093,-0.07096034441171464,0.1448857927510244,0.02117704225194536,-0.0025247895162047802,0.34143708500996856,0.13843138310754796,0.11677350644796718,0.2573568573581776,-0.056834163237600994,0.024422482705098034,-0.012873937923978326,-0.015576047797824606,-0.05654146157359589,-0.09099864325568793,0.6827474077878054,0.4171624826174752,0.00638271318928314,0.0355258119571544,-0.08421964840174594,0.015809234005277156,0.02435233002519549,0.01000593075866613,0.20198530579976967,0.05295740527924543,0.07260905907982508,0.16735997930002242,-0.06707950795615014,0.009043171356936715,-0.004264476544460619,0.010626090192921675,-0.009858401241743612,-0.07107371386391562,0.5740552814256847,0.3390580007013285,-0.03220264483840462,-0.05337497841875404,0.003340936338470871,0.14526215206069806,0.0010372411399599047,-0.015182957871078071,0.19915969233269817,0.07370309126492214,0.056169344029733136,0.14786781538061033,0.003622129164994449,0.025401674525030005,-0.010943852146623368,-0.03064302139700925,-0.006327754314542272,-0.06369918567547822,-0.026374747994927783,-0.03938538363974151,0.06274802688512983,0.024941313443401312,-0.09179467692468915,-0.036757888054418264,0.00030749350526621276,0.05105285625313348,0.11374590433364354,-0.2128293854215987,-0.08469469918779028,-0.0419416200295724,-0.06568799674221859,-0.061215277118272404,0.013268676851070858,-0.09634970650668176,0.11421078015545992,0.0176601766304545,0.06341235706034432
d_2010_2018_resid_unit_density,0.055833675477791916,0.08031503830453603,0.09453671119792093,0.044394677356221046,0.19234594261154575,0.15867786713952514,-0.2069252624796202,0.10655971843091037,0.13998516887524934,0.15500866052488402,0.07709350928397783,0.49312135826317544,1.0,0.18466208948013424,0.06347379513274923,-0.039443284747779965,0.09484829316419528,-0.020110321058906037,0.07160740425471455,0.0512449297198555,0.1751783686131596,0.13607461965384793,-0.04888889486575073,-0.008734417353117257,0.14472596294106033,-0.012710488084373145,0.020718342861330667,-0.0849806303297292,-0.08093018413228555,0.3565983766179143,0.823415414056315,0.20145373472119715,0.020877870186011428,-0.0891005464196329,-0.040048550536673,-0.001777998262787649,0.05511502614349116,0.028847517253854073,0.044153245547034814,0.06615459990844803,-0.03294935252297471,-0.021422192688585532,0.10494902044079359,-0.01547878077358874,0.02206138116980124,-0.014208931454255338,-0.06514090029381224,0.26075416381586625,0.7153416235771969,0.060874532261768505,0.032914177062004765,0.04716995990645243,0.09598763800232357,-0.021259862389708555,0.02418569227294203,0.03348325144559709,0.0534546267462352,0.09014225351087828,-0.026428506808052348,0.011960252250911558,0.07812306508791779,0.0014141081242974736,0.00021918140865569323,-0.010072260408571544,-0.07598517265894406,0.013906968428596556,-0.07290565788919921,0.07561375199469715,0.08672137854292912,-0.08267842975039189,-0.10307033005844014,-0.0026904058438139613,-0.0011148996089510974,0.17760068677895646,-0.11068158889510797,-0.1446840662019064,-0.023411029674836457,-0.05688305949603841,-0.1289137914536679,0.009130398367311877,-0.19410642375346784,0.1729507979055162,0.054232342204271984,0.1350229149651789
d_2010_2018_per_capita_income,0.046853669303266426,0.023552354197640703,-0.030002144912733234,-0.010136938538160832,0.1103431820172425,0.11996220943396312,-0.1914621583928817,0.24472258612732525,-0.013782555393629355,0.21564206989242812,-0.059623431745836244,-0.021156745479618537,0.18466208948013424,1.0,0.11274870403244597,-0.03306931654845506,0.002023209249723367,-0.018687928899491245,0.032617833736880576,-0.003596338332301931,0.4222467804654414,0.30008130604190025,-0.024596652929623583,-0.07620163108269408,0.3360243284707648,-0.03176173366133916,0.001641153526833241,-0.18587316982143962,-0.03152767063657964,-0.02303374592773023,0.16671732834232708,0.6519987505988581,0.12189975049185701,0.01751497809333465,-0.061716588580717394,-0.008452524527883918,0.05002549669632723,0.0033822494442820807,0.17644011681286176,0.16286530774763194,-0.04424842782256524,-0.07726222447585411,0.23432032398325006,-0.025074046857478435,-0.0018113941744218492,-0.20086218557954244,-0.01842292149149627,-0.0025157561166491266,0.11392422451983479,0.7271776462270706,-0.021677445691274035,-0.06014809278022441,0.002232555980017001,-0.014929873448323226,-0.014476866657919312,-0.0077762148129542855,0.3062765102771916,0.3323815534823418,0.016492057579790918,-0.010695507959925703,0.2120723120254639,-0.01118935494464476,0.010695033497394065,0.16247184889224645,0.007202728967281099,0.05895000645440116,0.24410383628838078,-0.12491250639613222,-0.15765009676823527,-0.07468025607687391,0.04239644477433992,0.3120804923680181,0.17475329569441272,0.1477816044859114,-0.24524362552730128,0.21116419193811295,0.2717868007962855,-0.3182024268670009,-0.2023912368265407,0.4019952618822682,-0.2621405349413228,0.07784847623887306,0.16303470669768147,0.1893564949608465
d_2010_2018_percent_non_hispanic_or_latino_white_alone,0.12496496171569543,0.13016119638476153,0.030383071834247197,0.03255543529171893,0.012127621885586541,-0.011581443569665636,-0.0169986024965892,0.08822701368831007,0.06106569501021803,0.09404920749093723,-0.005860979046539805,-0.015383779328685093,0.06347379513274923,0.11274870403244597,1.0,-0.38488277867209547,0.07084199757673942,-0.4418450509351358,-0.020639996513227805,0.11149880151088075,0.008295036786568276,0.09015094745929182,-0.1759334040268091,0.074780893874906,0.16805448781512147,-0.021888464985293028,0.004994982458894094,0.08967902306408872,-0.007265463990474703,-0.049368118037020736,-0.016322888610680934,0.03614658838329486,0.4946922081101498,-0.30759551468547913,-0.014965547145888861,-0.2862641485503734,0.02477075858113361,0.02928082364515972,0.018396060074196204,0.019660754826244565,-0.09242855692768459,0.05950611346354191,0.08722078123641366,-0.010862192091324446,0.014496791791057829,0.024741257004269497,0.029247468159369412,0.03470863440824039,0.12985848119709884,0.11584749757343857,0.4112857939079007,-0.1512041636670087,0.07089779988349726,-0.25811483474458236,-0.053497990907002906,0.10858337693339504,0.016010346543818155,0.07813228186055368,-0.12794799319228253,0.028917159996312607,0.13444839733163724,-0.01431046607488675,-0.008025411773553346,0.0027676342591954673,-0.020878093645653115,0.11825921748869427,-0.35226991261568896,0.29808052557077225,0.08660761312858264,-0.15769397769465862,-0.19894882906243624,-0.04831815403676874,0.10001875485004114,0.11112101542782775,-0.08770301012652525,-0.07978400684289598,-0.058109150407142915,0.08790692563770244,-0.07082473920326338,-0.06105840465943926,-0.1576277689407616,0.19499810733263712,-0.10954075837205346,0.08943637734590895
d_2010_2018_percent_non_hispanic_black_alone,-0.10233277989862671,-0.0837293168414658,0.032416282226554294,0.010949305898814914,-0.0027220235472097155,0.019817722848467896,-0.013673915065393914,-0.025837979153922642,-0.0002350919747337418,-0.03561609751691289,-0.021092373244289257,-0.07096034441171464,-0.039443284747779965,-0.03306931654845506,-0.38488277867209547,1.0,-0.02692076390929028,-0.0938081612016067,0.0007607225274329496,-0.08763218414868913,-0.017410688483692174,-0.14236733412019786,0.046622665899340034,-0.03821880229266899,-0.1434087487422637,0.04207260113950262,-0.0008775527077637357,-0.0014450795707693165,0.02205009438071991,-0.04823048793100811,-0.008880477893448141,-0.014870712052818855,-0.28959692202323845,0.6419867721924923,-0.1111704197811798,-0.07008598434953345,0.030346412140596017,-0.04148847069471953,-0.025144232525990094,-0.06677615835960173,0.016385988494521875,-0.05932305784163745,-0.09779114443763054,-0.0013529076857334683,0.014913336501284711,0.00856362357563109,0.01340699212841901,-0.04095107947990985,-0.05726176679115639,-0.030074480960818602,-0.05425436862583224,0.5623970239889747,-0.02654239246704926,-0.04457827677847589,-0.03245867221202799,-0.06670027441759493,-0.0144826832158661,-0.1199361426092136,0.04248913701679214,0.0197029170023355,-0.08708271514354857,0.04937326321004652,-0.012502373542752012,-0.0055170971824367535,-0.010806394331573986,-0.06372022037134109,0.2554886811511125,-0.3444369162469514,0.09880851094264038,0.08471728209840869,0.06954764384994709,0.05329865545534724,-0.06284765686430589,-0.05797194748468536,0.10160766849779554,0.07573350346388102,0.01061121478377975,-0.04934720724890639,0.020054518139944664,0.07801963753482648,0.0836925376825554,-0.1627742764736985,0.02964646431488924,-0.0770298547998306
d_2010_2018_percent_hispanic_any_race,-0.011329563604789754,-4.614012637445208e-06,0.05744683468956622,0.0642336931731149,0.04669946977802751,-0.015037321642436905,0.012816681196506634,0.3084274519335597,0.14044994453828755,0.36314580591471257,-0.0006284966967818468,0.1448857927510244,0.09484829316419528,0.002023209249723367,0.07084199757673942,-0.02692076390929028,1.0,-0.05911658411592755,-0.04468127661989642,0.068299993131205,-0.04036381272444605,-0.0027466943300108364,0.05965352003292287,0.03834711270985063,-0.04300140264282804,0.011010013052277091,-0.028002415691995554,0.03260063967425277,0.02009953070048173,0.061444962044781434,0.036611451148061025,-0.025130571382601937,-0.026805945207437423,-0.07192754823265096,0.020189050214999525,-0.03128314760826487,-0.027856763813356947,0.031077680967224675,-0.024458072725784052,-0.0156236615739421,0.0159935002440038,0.021775404340212544,-0.025771131081050436,0.007337965218192407,-0.018876709144586234,-0.02575767132409945,0.018819185006998862,0.1251097432495575,0.11890793250114187,0.02768219726528128,0.08776135914788273,0.040700087406278826,0.9999941891884357,-0.022418903800575037,-0.02712624314028325,0.07208245178587126,-0.03028593814352371,-0.01835279414850783,0.06223208213866346,0.029272260240245564,-0.02376188751828444,0.004905155710064567,-0.01456467260522258,0.0387098707361235,0.025996696942282235,0.543840384470883,-0.006904572673248758,-0.05833815880977883,0.14376903475486283,-0.01619279922746743,-0.10096033120079737,0.09757176104865654,0.535746221746849,0.3157397227117991,0.026763350483001422,-0.07121355611642681,-0.07844745421982838,-0.07120119751704597,-0.09229805443590659,0.08616683414458386,-0.2330444589344517,0.16879584637902173,-0.14129485111740522,-0.21786833767050076
d_2010_2018_percent_non_hispanic_asian_alone,-0.03813508203682956,-0.042869417393436936,-0.015104511401463523,-0.033737485905981274,0.00509138459246683,0.018252624906435925,0.012792448656816441,-0.0701656190623402,-0.03650942634300005,-0.07093848706969001,0.0027856305798314414,0.02117704225194536,-0.020110321058906037,-0.018687928899491245,-0.4418450509351358,-0.0938081612016067,-0.05911658411592755,1.0,-0.004227352935627902,-0.05973410744813924,0.0326801063048655,0.06739609784422909,0.05846663688997159,-0.021987331165217495,0.02000413727930597,0.019861458709058838,-0.018253862694378918,-0.0799692599925483,0.0007375382285164611,0.025905367761404948,0.016627748743321465,0.003557526223909089,-0.1670947905244826,-0.01371641582853198,-0.20596904677265737,0.6622541790721723,-0.023316458171446043,-0.042203689811907794,-0.019760861390685634,0.06067904529904939,0.03231093063295054,0.009840347355087304,0.055717260350729006,0.03929151766494927,-0.029196548668940347,-0.029283653861911715,-0.04084150163728931,-0.0006733917376445357,-0.055254795776381586,-0.02789080289674298,-0.2357210914048535,-0.10291327017151738,-0.05841616690624656,0.5683951721831905,0.02031268590212145,-0.03141817273764536,0.03922593868529657,0.05135717267199973,0.0408317411784534,-0.041106464972971046,-0.037650078810211866,-0.018724636957962334,0.011245728127173619,0.0025378454127184978,0.0283243293409491,-0.09604986539520322,0.13059084830118114,-0.09793330132654311,-0.05068432002539837,-0.015096333335242403,0.1353428809082119,0.0366361471918934,-0.0719858949698995,-0.10282902366156202,0.03726637983078802,0.07795830567311329,0.033473076748854184,-0.05712779599634294,0.0030060052673563094,0.03615540506847001,0.09589696392542785,-0.09917713389972845,0.09700624250852012,-0.028414798621640976
d_2010_2018_percent_multi_family_units,0.024974959220380278,0.02245367213378345,-0.004286895462505069,-0.001347536616480215,0.0406536051480808,0.04024082091598123,-0.05870949165768427,0.008023007475265981,0.011930637974449135,0.006578801493147198,-0.031567967655793346,-0.0025247895162047802,0.07160740425471455,0.032617833736880576,-0.020639996513227805,0.0007607225274329496,-0.04468127661989642,-0.004227352935627902,1.0,-0.022197831390485808,0.04684091388514541,0.006543972822427553,-0.08711821692303605,-0.06481742972582867,-0.04513335718639516,-0.06410565337044191,0.0923927605146037,-0.19595671376890256,0.00609684690818001,0.0039736462349587226,0.04364242101264155,0.030030732469884955,-0.09224742566306118,0.05502853060965336,-0.0061497247851668374,-0.009842177426668663,0.6527453124274097,0.04757312591633088,-0.03724156630875428,0.016528455219066526,-0.019178711837299946,-0.06662293130510764,-0.10515249265206587,-0.09072446954087776,0.09026781639390073,-0.03278758182966841,0.03778921446380918,-0.007824772417828918,0.0700507896785193,0.017151450446604204,0.07642129922750615,-0.05888458267526626,-0.04466438911901388,0.005296715986833585,0.5511162065844143,-0.07549759802913826,0.027845251632729603,-0.007573263382777231,-0.09150435371822227,-0.007999069455694,0.054472212823513715,0.020689555649871537,0.01694340900920478,-0.023534069359066098,-0.03185564411632854,-0.006899926566310707,-0.03569792465502917,0.0406807740997978,0.040166571923573105,-0.02500769867420557,0.007599630284790567,-0.02600530396685241,-0.01981809869408311,-0.13261450465596392,-0.06227625981745765,0.0026794890541176246,-0.03678619287053468,0.06652237859623823,0.011033208565636846,0.01968826547112805,-0.0040453988364619045,0.0005379601322188979,0.11450194713419115,0.05454789708469937
d_2010_2018_percent_occupied_housing_units,-0.012984518565273488,-0.024542701523378334,-0.012259780895540657,0.02183967729691423,-0.018688994100055402,-0.03262293643628353,-0.03382137805522749,-0.0003767680629028056,0.07547278364385973,0.07980465184986715,0.07644066459018,0.34143708500996856,0.0512449297198555,-0.003596338332301931,0.11149880151088075,-0.08763218414868913,0.068299993131205,-0.05973410744813924,-0.022197831390485808,1.0,-0.039597090848859845,0.013348337046774031,-0.050872896051230264,0.020382938352685755,-0.009044139742404407,-0.005067338977261455,0.007807734509650748,0.016271831734348322,-0.06477531243817478,0.19334442392722329,0.02881572101604968,0.00018970586109168258,0.07864903894540888,-0.11882292384510339,0.017630752917239045,-0.036794818286059766,-0.036804535371638004,0.6211033031943495,-0.012874498749076164,-0.021852998052545487,-0.005756287146236078,-0.008263581799169866,-0.02668480654711006,0.008460716811164816,0.01610294887437794,0.022240608249019352,-0.057278798712584914,0.24026081947535916,0.05310763925516546,-0.0037158024858416796,0.0214726857268647,0.02002416379535267,0.06824627341380929,-0.036972298138423246,0.012345125817855209,0.6121536529490672,-0.043664615161827895,-0.011748822744536497,-0.0591962173981095,0.03600764483763418,0.017062617117193035,-0.015220362271522419,-0.01228363478965398,-0.01967823006180058,-0.02927564526069082,0.02252269737236911,-0.16806448351602613,0.16865105962021937,0.079132824135766,-0.13182005991732976,-0.12937961885345894,-0.08280498731467713,0.03470225553602385,0.06898459298899681,-0.5081767441406094,-0.12601132803240522,-0.09194361748863354,0.12231510784946527,-0.0006594822062225582,-0.08321492102979673,-0.033006752472435716,0.06917918302736673,-0.06356088262322143,0.05981996083832621
d_2010_2018_median_gross_rent,0.03354950253843311,0.012931310259220705,-0.037567959021919804,-0.0018881679723975705,0.14071042188551577,0.13200791711634038,-0.15053484874698972,0.14457316194302228,-0.08697005246357406,0.09733356473253021,-0.017512166109943352,0.13843138310754796,0.1751783686131596,0.4222467804654414,0.008295036786568276,-0.017410688483692174,-0.04036381272444605,0.0326801063048655,0.04684091388514541,-0.039597090848859845,1.0,0.23388575996488767,0.16143165445992183,-0.11883383994261278,0.28986815143581407,-0.04762198111585668,0.03801152013876489,-0.21113054758129682,0.010250167255132296,0.09830591253517157,0.1579493719214585,0.26020631822353985,0.0794796958074146,0.026336296153438042,-0.03821435760977463,0.01299583776292271,0.06004129661457451,0.023070150369733415,0.557035156031153,0.15440795125225426,0.08125442619407157,-0.09075124909095171,0.2223899858945296,-0.06613078288505968,0.03455386640859483,-0.2146632355122678,0.022565312874950467,0.07319013657456491,0.10829362342972883,0.32986268268512414,-0.07378216742952308,-0.051559585279408654,-0.04023851642809614,0.028091727098092,-0.009673418140349438,-0.07166725155567577,0.7238486419870598,0.1952275766920654,0.11950317768478644,-0.05155055425911965,0.15558871172293862,0.014215181323626949,0.01463165277234116,0.07664124264022908,-0.07327689644948879,-0.015725012323723263,0.2081241546323362,-0.13125685461788247,-0.14454528892099092,-0.0016940498823438594,0.0941910567913668,0.31036200810885833,0.07381308435293854,0.08011532208934663,-0.1792070955049499,0.09736251388750441,0.1908836252093428,-0.3424292891686425,-0.22522590412323187,0.36046145925248074,-0.18586923182009288,0.03765112868272912,0.25306823315688615,0.07758532712793526
d_2010_2018_median_home_value,0.08414050614504626,0.061558066614173776,-0.06957972137088025,0.015467955506835876,0.1029650677211462,0.12004433134717152,-0.12828990347806438,0.2317969963679843,0.04258306945175464,0.08045097832901528,0.02548486479991998,0.11677350644796718,0.13607461965384793,0.30008130604190025,0.09015094745929182,-0.14236733412019786,-0.0027466943300108364,0.06739609784422909,0.006543972822427553,0.013348337046774031,0.23388575996488767,1.0,0.083709249307342,-0.09752542277410588,0.20315147311296683,-0.03184115649184278,-0.01821610145940935,0.05986016182958893,0.0018521347491012915,0.08074636504386343,0.09268784443693506,0.19167392389996285,0.14365084590680152,-0.059586300487868886,-0.092156912044341,0.042425794223196256,-0.021494705258399346,0.05245520217883267,0.09935357488605145,0.5686323145656812,0.04117381143641534,-0.0742505326754421,0.1643897051899812,0.014655681203330412,-0.02267627412384593,0.1471408903860605,-0.02809901487867142,0.06151543204047515,0.12470717539504901,0.2191263953192295,-0.06401695020021318,-0.11621962066616572,-0.0024335526108121793,0.040120276638914903,0.029227100892218548,-0.034733436920950836,0.13830923155826957,0.7718607635210226,0.06361168884821629,-0.04269100940677577,0.09930648024347198,-0.05272383376190191,0.0027821193883301207,-0.14988288972273434,-0.12375157359715215,0.09224685712453488,0.11275742092332264,-0.08127320214098797,-0.11153121041371446,0.05651993367847719,-0.07857980972277336,0.19889898075248863,0.12369982026223889,0.1975178414122704,-0.17031099357296656,0.07552113172916829,0.17013712872530062,-0.20756439373092317,-0.11431726562401893,0.23173586769862706,-0.291387376826808,0.1771804617105355,0.13393253610720376,0.23485712829645683
d_2010_2018_percent_households_with_people_under_18,-0.06409171971139888,-0.08590089990991477,-0.043051803001952674,0.030003613815753394,0.027880196396309204,-0.008089553604154575,0.04260205084302982,0.043950066074418766,-0.06262802843649942,0.03188000742152077,-0.004766380059268447,0.2573568573581776,-0.04888889486575073,-0.024596652929623583,-0.1759334040268091,0.046622665899340034,0.05965352003292287,0.05846663688997159,-0.08711821692303605,-0.050872896051230264,0.16143165445992183,0.083709249307342,1.0,-0.023053456985706617,0.009222632846604939,0.09558464339193079,-0.11143474452190308,-0.013078774345811265,-0.044222919073115007,0.14886300185044518,0.0013698212203103915,-0.03606145775369273,0.021860329602836712,0.08367734922003618,0.07372618196541547,0.04327779007492112,-0.018320557495643115,-0.04916707562179728,0.08268037209214768,0.061728963653932684,0.6505658536948262,-0.005199292279480827,0.037362007184436295,0.11149848163092968,-0.10695071916998898,0.006878457166590408,-0.02247074364932862,0.177591685623521,-0.08621814838152515,-0.0008719267381869462,-0.1849293164445611,-0.032899869124689,0.059408836797946965,0.0282467193856584,-0.09046788519138327,-0.013415123182980796,0.11011534389708892,0.03733944264134887,0.5947131871317083,-0.024049788838124548,-0.028514560451229843,-0.00516516753356924,-0.01535755655650255,-0.006875590588066649,-0.015149753457917884,-0.051266052790126575,0.28314657922030007,-0.2484242041159174,-0.18731953561952452,0.10957250549530367,0.30258437443162156,0.2061142458974039,0.04398373151260938,0.03656037534517923,0.019276452970572226,0.12586571223660753,0.12446634997723403,-0.5637629502556849,-0.09590724865490746,0.2234706242608951,-0.04583869560190816,-0.04050723213350458,0.00794401842050157,0.009909997637289092
d_2010_2018_percent_of_households_in_same_house_year_ago,0.010115198431830336,0.03351618787113319,0.02636577954755331,0.01923251310895947,-0.061569070553869176,-0.082001862981779,-0.005233441792400065,-0.016600298098856013,-0.002631282981395508,0.05228467896543227,0.0038341474444336665,-0.056834163237600994,-0.008734417353117257,-0.07620163108269408,0.074780893874906,-0.03821880229266899,0.03834711270985063,-0.021987331165217495,-0.06481742972582867,0.020382938352685755,-0.11883383994261278,-0.09752542277410588,-0.023053456985706617,1.0,-0.07547576941864614,0.042748221074793584,-0.029048319101597397,0.030897615993500688,-0.031454271268717054,-0.06431759599553981,0.0032632240995141095,-0.03141388433847281,-0.03181009344585356,-0.05860756691870499,-0.022952567439975924,0.006094951343223491,-0.05756591174700558,-0.03146586615882508,-0.057434441798825724,-0.09648995342322725,-0.0007651052643118442,0.6925827562752807,-0.02444542672519159,0.018084971874803676,-0.019842658438303885,0.015520332204171964,0.010880449105851037,-0.0040244841854862245,-0.01912225377431871,-0.07198956027660564,0.10291974508062107,0.015250501089582608,0.0384281017724725,-0.03517924681315613,-0.01891761548261809,0.0569979534043662,-0.06647038524730933,-0.05001856179656445,-0.028776623506388932,0.5097263684399074,-0.07781182694272507,0.031360499159741796,-0.012434321324600364,-0.011173628393618249,-0.03517788699176435,0.05221496753042143,-0.17290554970898026,0.08272585865349984,0.16975330311042636,-0.025046552328368183,-0.16805653382139465,-0.07856200422546204,0.002784273340116163,0.030300265125678398,-0.003253954865905712,-0.018093134241715797,-0.10675534570587941,0.11591524009758482,-0.541835428575581,-0.11126710396359968,-0.015355548781672784,0.054200859466161225,-0.0038197037590084475,0.026022338184353823
d_2010_2018_percent_bachelor_degree_or_higher,0.09762209974401194,0.08532335142750593,0.0052371851733946425,-0.0038591490821984647,0.0668251980861315,0.0665000712507615,-0.09229581427331196,0.10039984552747265,0.014492883882514707,0.00921357106301242,-0.008737458007460662,0.024422482705098034,0.14472596294106033,0.3360243284707648,0.16805448781512147,-0.1434087487422637,-0.04300140264282804,0.02000413727930597,-0.04513335718639516,-0.009044139742404407,0.28986815143581407,0.20315147311296683,0.009222632846604939,-0.07547576941864614,1.0,-0.031569170576617775,0.013987604909365247,-0.11468905941105167,0.059916972639256466,0.01587916138141351,0.09796560728968075,0.2518027018359622,0.16426672850828314,-0.11042866729762135,-0.11538263617295048,-0.024345273472521838,-0.020519079640251292,0.0067843966205068515,0.12178627763167317,0.06954710992300979,-0.027332863026691655,-0.012527277606570845,0.7171840270052755,-0.008985895360592615,0.007265531083635396,0.0049377483069049126,0.05623314370970291,0.014901073835213139,0.1295683144276859,0.21292119792983144,-0.015974858407566683,-0.060849929026719374,-0.04260967908761701,0.052649837128280114,-0.034722287433465615,-0.018049073296344562,0.18115832634778187,0.21592259052836138,0.04077022877923249,-0.08587676376330487,0.5654816709663506,-0.028207325513825217,0.012673519130946293,-0.028110408416532704,-0.07234570637585894,0.010504692376880538,0.0672753713946237,0.02053439778973133,-0.02381318014167514,-0.1410541682759185,0.004941764425041988,-0.027249107263918857,0.027947022068050862,0.11690331540092697,-0.08997479212990389,-0.0506889085103728,0.10611455172130793,-0.1399271189437814,-0.026313499582296236,-0.1591047827390357,-0.1776437735443197,0.17791841137627687,0.16611128170364456,0.03897692298506225
